comment,sentiment
Je m'y suis arrêté voyant souvent des personnes dehors coincées entre l'arrêt de bus et la porte d'entrée du bar. Je suis rentré et j'ai commandé une bière. Elle m'a été servie sur un bar crasseux : 4€70 ! Il fait très sombre à l'intérieur...Plus,Negative
Délicieux et raffiné. Un seul de plat de viande ou poisson. Fraîcheur absolue service et conseil parfait ! Très bons desserts et choix de vins intéressants. Toute petite salle un peu spartiate peut-être. Mon vrai bémol est que mon plat était un peu trop salé....Plus,Positive
Nous venons avec mon amie tous les lundis et nous avons pu essayer l ensemble de la carte et tout est vraiment très bon. A l instar des classiques Pad Thaï  il faut absolument essayer le grand bol de soupe à la citronnelle que...Plus,Positive
Très bon hamburger a composer pas déçu du tout bien au contraire. Je recommande vivement pour les amateurs de burgers,Positive
Parfait exemple de haute qualité cuisine française avec une touche de créativité. Des menus basés sur des produits frais le chef Hubert H) qui décide vous trouverez des endroits où manger. Conseils: 1) réservez une table au moins une semaine à l'avance car c'est un...Plus,Positive
Sommes venus un samedi midi : magique. Sommes revenus le mercredi : cauchemar. Temps d'attente insupportable entre les plats serveurs débordés chef de rang reposé... Bref un moment de stress pour des prestations franchement quelconques.,Negative
Vraiment une belle découverte La cuisine franco japonaise a son sommet La carte est on ne peut plus simple car en fait il n’y a pas de carte mais c’est une découverte à chaque plat,Positive
Fréquentant régulièrement les restaurants étoilés de Paris j'avoue que je m'attendais à une surprise culinaire ou tout au moins une maitrise de la cuisson au regard de l'addition qui elle ne manquait pas de sel.Plus,Negative
Déception totale. De l'accueil au départ! Service déplorable. Personne ne sait nous dire ce qu'on mange déjà dès la mise en bouche. Mise en bouche que nous avons eue avant l'apéritif et le choix de notre repas! A courte paille ou autre brasserie franchisée on...Plus,Negative
Enfin un restaurant ouvert le week-end en août. Cette table est la perfection incarnée. Terrasse dans les jardin du Palais royal au calme et éloignée des désagréments des rues parisiennes. Une carte comportant un menu déjeuner abordable (entrée plat dessert à 48€) en raison de...Plus,Positive
Dès les petits amuses bouches on sait que l’on est dans une immense maison de gastronomie avec une beauté une finesse et des saveurs en bouche extraordinaires pour chaque plat. Par exemple en apéritif deux petites « carottes » en forme de cône ou une...Plus,Positive
Découvert un soir d'errance dans le 9eme entre amis nous avons tout d'abord été agréablement surpris par la carte original et séduisante pour les curieux(ses) un gérant présent attentif et sociable qui nous a fait passer un agréable moment et fait voyager au gré de...Plus,Positive
Nous avons déjeuné en couple en semaine à l’Epicure. Nous avons passé plus de 3 heures à table. Ce fut un véritable enchantement tant au niveau des plats (nous avions choisi des plats « signature » macaronis truffés le cochon de la tête aux pieds...Plus,Positive
C'est avec un grand qu'on peut déguster des plats certe en petite quantité mais tellement savoureux. Restaurant sympa et personnel très accueillant qui explique tous les plats. Vous pouvez y aller les yeux fermés et le palais ouvert car vous ne savez ce que vous...Plus,Positive
Restaurant très chaleureux !! Une bonne suprise en découvrant certaines associations de saveurs. A découvrir au plus vite -),Positive
Je suis allée dans ce restaurant aujourd'hui avec des amis pour y fêter mon anniversaire et c'était vraiment génial dans tous les sens du terme. La nourriture est excellente le service est vraiment irréprochable et le rapport qualité-prix est vraiment bon. Il faut absolument que...Plus,Positive
Les serveurs sont très sympathiques mais la cuisine est tout simplement mauvaise : frites mal cuites soupe à l'oignon sans oignons mais très salée entrecôte rachitique... Heureusement que le vin au pichet était bon !,Negative
Un accueil personnalisé des plats exquis méritant largement l'étoile un service impeccable.L'équipe est vraiment aux petits soins on se sent comme à la maison. Mention spéciale au directeur Mr Jeanne pour son efficacité et sa gentillesse et à Narcis le sommelier qui nous a fait...Plus,Positive
Ma femme et moi avons séjourné ici pour la première fois ce mois de juin. Nous avons dîné d'un 4 ou 5 étoiles 3 restaurants au cours des 10 dernières années et nous avons beaucoup aimé le séjour. PG : c'était un vrai plaisir de...Plus,Positive
Un très bon rapport qualité-prix le midi face à la Tour Eiffel. J'étais étonnée qu'ils n'aient pas encore obtenu l'étoile (car belle prestation dans l'assiette et belle salle entre autre) mais a priori ce n'est pas le but visé les clients ne manquant pas. Ma...Plus,Positive
Cadre et service excellent mais petite deception sur le menu prestige qui manque un peu d'originalité et de saveur pour un restaurant gastronomique nous aurions apprécié avoir un plat ou une entrée à base de truffe. Cependant la presentation des assiettes et l'accord mets et...Plus,Positive
J'ai été très enthousiastes à l'idée de manger là-bas. J'avais entendu dire que le poulet rôti était incroyable. Tout ce que le serveur nous a suggéré était la plus chère que sur le menu. Nous avons dû attendre 45 minutes pour la soupe à l'oignon....Plus,Negative
De retour à Paris je me faisais une joie de revenir ce dimanche soir dans ce restaurant que j'avais découvert en 2018. Je teste un classique Fish and Chips : résultat catastrophique.. du poisson très gras et des petits morceaux de frites (je dirais plutôt...Plus,Negative
habitué de bonnes tables simplement le meilleur et dans un cadre magique avec un service aux petits soins. excellents conseils du sommelier,Positive
Dîner dans un cadre lugubre  la multitude des échantillons servis ne me laisse un souvenir agréable pour notre quarante troisième anniversaire de mariage ! Vivement l.année suivante JGR,Negative
Tout était délicat savoureux raffiné et précis. Un chapeau à la sommelière Paz Levinson qui a une carte très recherchée et riche en vins du monde entier qu'on ne trouve pas beaucoup à Paris. Ses accords mets-vin nous ont scotché : huître fraîche-ananas en granité...Plus,Positive
Nous avons eu du mal à accepter de payer 45 € (prix non indiqué sur le menu !) pour 5 langoustines sorties de la chambre (très) froide... Le reste (filet saint-jacques roignons moelleux et café liegeois) était tout juste correct... le tout pour 450 €...Plus,Negative
J'ai voyagé de Paris à Lisbonne grâce à vous ! J'ai un émincé sauce nossa + pomme de terre grenaille qui était juste succulent ! Et un pasteis de nata qui m'a fait fondre !!! Un vrai régal ! Je reviendrai bientôt et meme tout...Plus,Positive
La fête pour les papilles un voyage visuel et gustatif justifiant de délier sa bourse. Bravo à ce chef et son équipe,Positive
Nous avons eu le plaisir de prendre le menu dégustation et nous avons été surpris par toutes les repas. La présentation et de l'attention portée à chaque détail tout était impeccable. Nous avions tout ce que nous n'avons jamais eu à les autres types de...Plus,Positive
Lors de notre deuxième nuit à Paris nous avons visité le 114 Faubourg. Quel excellent restaurant !! Un endroit vraiment agréable et très très délicieux et luxe dîner. Comme il est suggéré dans la plupart des commentaires sur Tripadvisor nous avons essayé leur célèbre pate...Plus,Positive
Un restaurant débordé. Arrivés à 20h30 Entrées à 22h15. Pendant l'apéritif même pas une cacahuète ! Par contre pour patienter aucune hésitation à nous servir du vin à gogo ! Service par une apprentie débordée et très approximatif si bien qu'elle a renversé l'intégralité d'un...Plus,Negative
un soir de décembre. un jeune chef japonais soucieux et consciencieux dans son restaurant nous prepara un diner. La salle d un confort froid ( couleurs  lumières  espacement ). Le service : le maitre d hotel ( bilingue français japonais ) l '...Plus,Positive
Nous sommes retourner dans ce restaurant après une dizaine d'années et nous n'avons pas été déçu. L'acceuil y est chaleureux et tout le long du repas le personnel est attentionné ainsi que Madame Rostang qui nous a rendu visite au cours du repas pour savoir...Plus,Positive
eu l'occasion de dîner ici pour le petit déjeuner ainsi que le dîner. Un superbe restaurant. Très bien aménagé très spacieuses bonnes tables de taille de magnifiques compositions florales. La nourriture et le service était excellent et la façon dont ils ont accueilli nos enfants...Plus,Positive
Ayant entendu beaucoup de retours positifs sur ce restaurant j'ai eu la malchance d'y inviter ma collègue de travail pour un déjeuner découverte... Tout allait bien jusqu'à ce que ma collègue annonce qu'elle était allergique aux produits laitiers et le poisson blanc. La serveuse a...Plus,Negative
Dîner en 8 plats qui étaient rois plus bons les uns les autres. Nous nous sommes régalés et le service était impeccable. Il est vraiment indispensable de découvrir ce restaurant. Allez y les yeux fermés. Merci pour cette superbe soirée.,Positive
Un excellent restaurant. Bien trop cher le service est excellent. Donc heureux que nous y sommes allés.,Positive
C'est bon c'est frais c'est innovant. En revanche nous n'avons pas pu profiter d'une table au soleil sous prétexte que celle-ci devait être gardée pour être rapprochée de sa table voisine au cas-où un groupe de 4 personnes se présenterait (nous étions 2). Ce qui...Plus,Positive
Nous avons vu ce restaurant la veille et avons eu la chance den 'obtenir une table. Le service est un peu lent mais tout le personnel était charmant et serviable. De plus la cuisine servie ça valait le coup d'attendre. J'avais une vinaigrette aux poireaux...Plus,Positive
